plugin,baseid,name,description
Morrowind.esm,sc_hellfire,Scroll of Hellfire,"A tightly wound cylindrical scroll of aged parchment, secured with a worn leather strap."
Morrowind.esm,light_de_candle_06_64,Ceramic Candlestick,A pale ceramic candlestick featuring a wide circular base and a slender central spool supporting a small cup.
Tribunal.esm,Indoril_Almalexia_helmet,Her Hand's Helmet,A golden Indoril helmet features tall curved cheek guards and an ornate central crest rising above the face opening.
Morrowind.esm,key_calderaslaves_01,Caldera Slave Key,"A plain iron key with a standard bit and bow, intended for locking shackles in the Caldera slave quarters."
Morrowind.esm,extravagant_robe_01_h,Extravagant Robe,"A voluminous, long-sleeved garment tailored from richly dyed fabric and secured with a wide, ornamental sash at the waist."
Morrowind.esm,daedric warhammer,Daedric Warhammer,A massive two-headed ebony warhammer features a dark shaft and jagged Daedric ornamentation across the heavy striking faces.
Morrowind.esm,Key_Arano_chest,Key to Arano Tomb chest,"A simple iron key with a rectangular bow, short shaft, and single-toothed bit for opening a specific chest."
Morrowind.esm,Light_De_Candle_26,Redware Candle,A red clay candlestick supporting a pale wax cylinder with a steady flame flickering from its blackened wick.
Morrowind.esm,key_tvault,Telvanni Vault Key,A slender bronze key cast with a distinctive pronged bit and an ornamental grip resembling temple architecture.
Bloodmoon.esm,steel_gauntlet_left_ancient,Ancient Steel Left Gauntlet,"A corroded steel left gauntlet with articulated plate fingers and a reinforced cuff, darkened by age and tarnish."
Morrowind.esm,sanguinelglovesafekeeping,Glove of Sanguine Safekeeping,"An extravagant left glove of fine material, tailored for a snug fit and adorned with elegant stitching along the fingers."
Morrowind.esm,steel sparkaxe,Steel Sparkaxe,A single-bladed steel war axe features a short wooden haft and a flared cutting head.
Morrowind.esm,dwemer_greaves,Dwemer Greaves,"Segmented bronze plates shaped to sheath the legs, fastened together by thick rivets and articulated bands."
Tribunal.esm,Indoril_MH_Guard_Cuirass,Her Hand's Cuirass,A golden Indoril cuirass with ornate shoulder flanges and a polished bronze midsection fastened over layered dark fabric.
Tribunal.esm,Ingred_timsa-come-by_01,Timsa-Come-By flowers,"A cluster of small, pale flowers with slender green stems and delicate, rounded petals."
Morrowind.esm,bound_dagger,Bound Dagger,"A daedric dagger featuring a jagged blade and swept guard, forged from dark metal with sharp red veining."
Morrowind.esm,dragonscale_helm,Imperial Dragonscale Helm,"A scaled helmet formed from overlapping green-gold plates resembling dragon hide, fitted with a narrow face guard."
Morrowind.esm,potion_ancient_brandy,Ancient Dagoth Brandy,A dusty glass flask of amber liquid sealed with a worn cork stopper.
Morrowind.esm,sc_feldramstrepidation,Scroll of Feldram's Trepidation,A tightly wound parchment scroll secured by a worn cord reveals faded ink script across its yellowed surface.
Tribunal.esm,misc_dwrv_goblet10_uni,Ornate Dwemer Goblet,"A tall brass goblet with a flared rim, slender stem, and intricate geometric engravings decorating its polished Dwemer metal surface."
Morrowind.esm,key_ashurninibi_lost,"Ancient, rusted Daedric Key","A corroded Daedric key exhibits a dark, pitted metallic surface and an asymmetric temple-style bit."
Morrowind.esm,steel war axe of deep biting,Steel War Axe of Deep Biting,"A forged steel war axe features a broad, curved blade mounted on a sturdy one-handed haft."
Morrowind.esm,daedric_fountain_helm,Daedric Face of Inspiration,A horned Daedric helmet of dark ebony features a fearsome face sculpted with deep creases and a gaping mouth.
Morrowind.esm,demon helm,Demon Helm,A horned helmet of dark metal shaped with angular cheek guards and a narrow face-opening visor.
Morrowind.esm,apparatus_sm_calcinator_01,SecretMaster's Calcinator,"A tall, narrow calcinator of dark bronze with a lidded bowl and slender tongs suspended above a small circular base."
Morrowind.esm,sc_redweakness,Scroll of Red Weakness,A rolled parchment scroll bears a red wax seal and is bound with a cord dyed a matching deep crimson.
Morrowind.esm,ingred_scales_01,Scales,"Small, overlapping translucent scales form a thin, flexible patch of iridescent skin shed from some aquatic creature."
Morrowind.esm,key_Aryon_chest,Key to Aryon chest,"A plain iron key with a rectangular bow, a short neck, and a simple single-grooved bit for opening a specific chest."
Morrowind.esm,fireblade,Fireblade,"A shortsword with a deep red blade and simple crossguard, the metal tinted as if heat-tempered."
Morrowind.esm,p_fortify_personality_c,Cheap Fortify Personality,"A thin glass vial of pale liquid, sealed with a simple cork stopper and unadorned by any label."
Morrowind.esm,bk_BriefHistoryEmpire2,Brief History of the Empire v 2,"A quarto-sized book bound in worn leather covers, its spine bearing faded gilt lettering."
Morrowind.esm,key_fg_nchur,Ancient Dwemer Door Key,A brass-colored metal key with a simple toothed bit and a flat bow shaped for a standard lock.
Morrowind.esm,index_maran,Marandus Propylon Index,"A flat, octagonal stone shard carved with geometric patterns and polished to a dark, lustrous finish."
Morrowind.esm,common_shirt_02_hh,Common Shirt,"A simple collared shirt with long sleeves, tailored from coarse cotton and fastened down the front with small bone buttons."
Bloodmoon.esm,sc_piratetreasure,Pirate Captain's Note,A rectangular sheet of pale parchment folded once and bearing handwritten text in dark ink.
Morrowind.esm,misc_shears_01,Shears,"A pair of crossed steel blades with curved cutting edges, joined by a twisted central pivot and looped handles."
Tribunal.esm,bonemold_pauldron_r,Bonemold R Pauldron,"A right shoulder pauldron of dark bonemold resin, shaped with overlapping plates and reinforced by a prominent shoulder dome."
Morrowind.esm,key_Mzuleft,Key to Mzuleft,A simple wrought-iron key cut with notches along its blade and topped by a plain rectangular bow.
Morrowind.esm,steel flameslayer,Steel Flameslayer,A hefty two-handed steel claymore forged with a broad crossguard and a long double-edged blade.
Morrowind.esm,Misc_DE_glass_green_01,Green Glass,"A translucent green glass shard with irregular, fractured edges and a smooth, slightly curved surface."
Morrowind.esm,common_ring_tsiya,Tsiya's Ring,"A slender copper band formed into a simple loop, bearing a small unpolished green stone set in a crude bezel."
Morrowind.esm,bk_poisonsong4,Poison Song IV,"A quarto-sized book bound in worn covers, its pages gathered and stitched through the folded spine."
Morrowind.esm,p_water_walking_s,Potion of Water Walking,"A fresh green liquid fills this rounded glass vial, sealed with a simple cork stopper and lacking any ornamental detail."
Bloodmoon.esm,sc_savagetyranny,Scroll of Savage Tyranny,"A tightly wound parchment scroll bearing faded script across its yellowed, textured surface."
Morrowind.esm,p_fortify_luck_e,Exclusive Fortify Luck,A slender green glass flask with a tapered neck holds a golden liquid sealed by a wax stopper.
Morrowind.esm,light_de_candle_ivory_64,Bamboo Candlestick,"A tall candlestick formed from a segmented bamboo stalk, its natural joints creating horizontal ridges along the shaft."
Morrowind.esm,wild vipersword,Wild Vipersword,A brass-hued Dwemer shortsword with a tapered blade and angular crossguard forged from aged metal.
Tribunal.esm,ring_vampiric_unique_x,Vampiric Ring,A dark metallic band shaped into curved fangs that meet at a central blood-red gemstone.
Bloodmoon.esm,misc_skull_griss,Skull of Griss the Yellow,"A yellowed humanoid skull missing its lower jawbone, featuring a stained bone surface and empty eye sockets."
Morrowind.esm,sc_FiercelyRoastThyEnemy_unique,Scroll of Fiercely Roasting,A tightly wound parchment scroll bearing charred edges and fire-singed script across its yellowed surface.
Morrowind.esm,bk_CalderaRecordBook1,Caldera Ledger,"A thick, open octavo ledger bound in worn leather, its densely lined pages filled with cramped financial entries."
Morrowind.esm,amulet of health,Amulet of Health,"A costly circular amulet hangs from a slender chain, its polished golden surface bearing refined ornamental engraving."
Morrowind.esm,sc_summongoldensaint,Scroll of Summon Golden Saint,"A tightly wound parchment scroll secured with a worn cord, featuring faded golden sigils across its yellowed surface."
Tribunal.esm,Ingred_noble_sedge_01,Noble Sedge Flowers,Delicate pale golden flower clusters with slender green stems and narrow blade-like leaves.
Morrowind.esm,war_axe_airan_ammu,War Axe of Airan Ammu,A one-handed glass war axe featuring a translucent green blade mounted on a pale haft.
Morrowind.esm,expensive_pants_01_u,Expensive Pants,These well-tailored trousers feature a deep blue silk weave with subtle decorative stitching along the cuffs.
Morrowind.esm,p_drain_agility_q,Spoiled SlowFall Potion,"A narrow-necked glass flask contains a murky, off-color liquid that has visibly spoiled inside."
Morrowind.esm,bk_OverviewOfGodsAndWorship,Overview of Gods and Worship,"A tall, thin octavo volume bound in worn leather covers, its spine displaying faded gilt lettering."
Tribunal.esm,glass dagger_symmachus_unique_x,Dagger of Symmachus,A tapered glass dagger with a translucent green blade and a slender crossguard fitted to a short hilt.
Morrowind.esm,exquisite_shirt_01_wedding,Ashkhan's Wedding Gift,A luxurious shirt of fine fabric featuring elaborate embroidery and ornate stitching along the collar and cuffs.
Bloodmoon.esm,Misc_Com_Bottle_08,Bottle,A tall green glass bottle with a narrow neck and a rounded body tapering to a flat base.
Morrowind.esm,key_addamasartusslaves_01,Addamasartus Slave Key,"A plain iron key with a rectangular bow, a short shaft, and a simple single-toothed bit."
Morrowind.esm,p_lovepotion_unique,Love Potion,A small rounded vial of rosy liquid sealed with a cork stopper and fitted with a simple wooden cap.
Morrowind.esm,fur_bracer_right,Nordic Fur Right Bracer,"A thick, fur-lined leather bracer shaped to fit the right forearm, secured by woven straps across its dark, shaggy surface."
Morrowind.esm,p_reflection_c,Cheap Potion of Reflection,A thin glass vial holds a cloudy liquid sealed with a crude cork stopper.
Bloodmoon.esm,misc_de_drum_01,Drum,A cylindrical drum with tacked hide heads and a painted wooden shell bearing simple geometric bands.
Tribunal.esm,imperial_chain_pauldron_right,Imperial Chain Right Pauldron,A right shoulder guard of interlinked steel rings fitted with leather straps for wearing over armor.
Morrowind.esm,heartstone,Heartstone,A simple common ring of plain metal shaped into a smooth circular band with a small heart-shaped setting.
Morrowind.esm,light_de_candle_128_Off,Candle,"A slender pale wax cylinder fitted with a small braided wick, seated in a simple shallow dish."
Morrowind.esm,bk_PostingOfTheHunt,The Posting of the Hunt,"A thin octavo volume bound in faded covers, showing the standard book construction with a worn text block."
Morrowind.esm,common_shirt_04_a,Common Shirt,"A simple, short-sleeved linen shirt with a plain collar and unadorned front closure."
Morrowind.esm,steel shardscythe,Steel Shardscythe,"A heavy two-handed long blade with a curved daikatana-style steel shaft and a jagged, shard-edged scythe-like cutting edge."
Morrowind.esm,p_silence_c,Cheap Potion of Silence,"A thin, cheap glass vial holds a dark, soundless liquid sealed with a rough cork stopper."
Morrowind.esm,daedric club,Daedric Club,"A heavy one-handed blunt weapon forged from black Daedric metal, featuring a stout shaft and a thick, roughly textured striking head."
Morrowind.esm,daedric_shield,Daedric Shield,"A tall, curved shield of black metal with sharp Daedric spines and a polished red surface."
Bloodmoon.esm,misc_com_wood_bowl_02,Bowl,"A shallow wooden bowl turned from a single piece of pale timber with a smooth, rounded rim."
Morrowind.esm,shockbite war axe,Shockbite War Axe,"A one-handed steel axe with a broad, curved blade mounted on a short, sturdy wooden haft."
Bloodmoon.esm,steel spear snow prince,Spear of the Snow Prince,A long two-handed steel spear featuring a broad leaf-shaped blade mounted on a sturdy wooden shaft.
Bloodmoon.esm,expensive_ring_erna,Erna the Quiet's Ring,A thick gold band ring set with a polished green gemstone in a simple pronged mount.
Morrowind.esm,potion_t_bug_musk_01,Telvanni Bug Musk,A cloudy amber liquid fills this rounded glass vial sealed with a dark cork stopper.
Morrowind.esm,ingred_bread_01_UNI3,Muffin,"A small, rounded, golden-brown baked muffin with a slightly domed, cracked top and a pale, floury crust."
